,user,user_rt,weight,idd
9544,Laura_Bellmunt,mireiacapella1,1,1339665646322380802
9545,meriiarguello,mlacambercousin,1,1339669094329708545
9546,ngc2020,Monica_Garcia_G,519,1339613150350630914
9547,sideremia,PabloIglesias,2389,1339554120789798912
9548,Mariazell2,Antonio1Moreno,306,1339606634973163529
9549,PLIBMalaga,partidolibertad,31,1339669009642508288
9550,cabell_olmos,IreneMontero,631,1339553350732427265
9551,elenachez02,PabloIglesias,2389,1339554120789798912
9552,JorgeGonCas,Monica_Garcia_G,519,1339613150350630914
9553,noemige78,agarzon,454,1339586576695750656
9554,AzuelaSantiago,CensoredJules,125,1339663887558467590
9555,GallaMontse,Macca15Paul,12,1339658280193372163
9556,IUColmenarviejo,IzquierdaUnida,88,1339572361801154560
9557,IUColmenarviejo,agarzon,454,1339586576695750656
9558,JEnriqueVecino,PabloIglesias,2389,1339554120789798912
9559,IUColmenarviejo,IzquierdaUnida,230,1339555345853796354
9560,rosarobco,protestona1,480,1339591769147678720
9561,SamanthaLarriba,Monica_Garcia_G,519,1339613150350630914
9562,avidpardo,PabloIglesias,2389,1339554120789798912
9563,plibregmurcia,partidolibertad,31,1339669009642508288
9564,jrittercon2021,Podemos_AND,132,1339586721416007689
9565,Monny1963,PodemosCuenca,22,1339651891983204353
9566,Noeanna23,agarzon,454,1339586576695750656
9567,Tercios1492,JJLLara,12,1339602006588047362
9568,saritaa_go,antogo_TJ,1,1339651829219680260
9569,ikokis,CensoredJules,125,1339663887558467590
9570,RealRakso,sintintaroja,3,1339664721440624642
9571,hombritorojo,PabloIglesias,2389,1339554120789798912
9572,nagoreee01,PODEMOS,324,1339559000971603969
9573,raixa59,SaraQuemada,1,1339667919035363335
9574,JuanMRR3,IreneMontero,631,1339553350732427265
9575,daydreaminrem_,CensoredJules,52,1339660488431579138
9576,mixpelirroja,Monica_Garcia_G,519,1339613150350630914
9577,ManoloValls54,Monica_Garcia_G,519,1339613150350630914
9578,Liz_GarridoS,Antonio1Moreno,306,1339606634973163529
9579,cma_christian,PabloEchenique,176,1339608877457944576
9580,ManoloValls54,ionebelarra,48,1339572229919698948
9581,jmrs252,PabloIglesias,2389,1339554120789798912
9582,ManoloValls54,alba_leo,42,1339558599408939009
9583,OPR_71,CensoredJules,33,1339656888854654979
9584,ManoloValls54,SofCastanon,108,1339592174166364160
9585,JaumeRovi,PabloIglesias,2389,1339554120789798912
9586,bitorin,PabloIglesias,2389,1339554120789798912
9587,RPeleona,Monica_Garcia_G,519,1339613150350630914
9588,BRUJITA54,fcastellanopab1,57,1339628796081803266
9589,ManoloValls54,Toni_Valero,75,1339577039305715714
9590,raulgetafe_,lorenaalrd_,30,1339587183896797184
9591,ManoloValls54,IzquierdaUnida,230,1339555345853796354
9592,allbertillo,Brebomar,4,1339596020901007370
9593,Laura_Bellmunt,Takeaki92558281,5,1339599107204083714
9594,unadecanido,CensoredJules,125,1339663887558467590
9595,eleciones2016,Inefable82,41,1339626021964931074
9596,nagoreee01,PabloIglesias,2389,1339554120789798912
9597,tkr323232,PODEMOS,324,1339559000971603969
9598,Monny1963,PodemosCMadrid,43,1339654720156299264
9599,Meloquedo3,lapau_silvia,8,1339640414677155840
9600,RealRakso,CensoredJules,52,1339660488431579138
9601,ElJardindHuesos,PODEMOS,324,1339559000971603969
9602,ana_me_so,J_Sanchez_Serna,54,1339550870418145281
9603,justolaverdad,IreneMontero,631,1339553350732427265
9604,JEnriqueVecino,CensoredJules,52,1339660488431579138
9605,Carlos_Fontao,CensoredJules,125,1339663887558467590
9606,mariajemorillas,mlalanda,189,1339610851649662977
9607,EnYuncosPodemos,PodemosCuenca,22,1339651891983204353
9608,lalolalona6,PODEMOS,108,1339552424017752067
9609,quetotestaxfer,Erramun2014,4,1339630339862499330
9610,JaviColn2,CensoredJules,125,1339663887558467590
9611,Mcpey9E,PabloEchenique,176,1339608877457944576
9612,Jasahla,PODEMOS,324,1339559000971603969
9613,AlexIndignado,PabloIglesias,2389,1339554120789798912
9614,togulli,Monica_Garcia_G,519,1339613150350630914
9615,eduardoadan62,IreneMontero,631,1339553350732427265
9616,fhipos,IreneMontero,631,1339553350732427265
9617,lalolalona6,PODEMOS,324,1339559000971603969
9618,6Leo26,CensoredJules,125,1339663887558467590
9619,Menxusant,mlalanda,189,1339610851649662977
9620,Conchi65659591,CarolCordero_N,3,1339610875066523653
9621,Jesus49169176,protestona1,480,1339591769147678720
9622,abels_00,CensoredJules,125,1339663887558467590
9623,LauraFG_14,IreneMontero,631,1339553350732427265
9624,Magui15074725,PabloEchenique,176,1339608877457944576
9625,sofistasZone,PabloEchenique,176,1339608877457944576
9626,JGonzaloC,PabloIglesias,2389,1339554120789798912
9627,EugeniaLosaOliv,PODEMOS,324,1339559000971603969
9628,BezaresFernando,CensoredJules,125,1339663887558467590
9629,justolaverdad,agarzon,454,1339586576695750656
9630,Antonio_pg_,IreneMontero,631,1339553350732427265
9631,PioPioAmarillo,PabloIglesias,2389,1339554120789798912
9632,Juanredondod,Monica_Garcia_G,519,1339613150350630914
9633,FelimarmuGmail,Julio_Rodr_,196,1339575549375762432
9634,Pacodejuana,PODEMOS,324,1339559000971603969
9635,BRUJITA54,protestona1,480,1339591769147678720
9636,marinaLor92,CensoredJules,52,1339660488431579138
9637,AidiBurgos,manelgomez04,18,1339596366062895111
9638,fhipos,UnidasTorrijos,5,1339630986255077379
9639,sagraguerrero,PodemosCuenca,22,1339651891983204353
9640,Cruiz34320187,PODEMOS,324,1339559000971603969
9641,cma_christian,PODEMOS,135,1339595696681353218
9642,guerrero21david,PabloIglesias,2389,1339554120789798912
9643,ElJardindHuesos,agarzon,454,1339586576695750656
9644,Punkambulleres1,PabloIglesias,2389,1339554120789798912
9645,cabell_olmos,PabloIglesias,2389,1339554120789798912
9646,Mmtnezizquierdo,c_alberto_a,1,1339653364758568962
9647,Mary_aapp,PabloIglesias,2389,1339554120789798912
9648,Guerrera_OnFire,HidalgoJG414,21,1339664531354742789
9649,Jor3tgJormen22,Monica_Garcia_G,519,1339613150350630914
9650,JaidroGlad,millanvmb,41,1339548400610631687
9651,Mamichii_,javiergr912,1,1339655605947133952
9652,YolandaLesmes,CensoredJules,125,1339663887558467590
9653,pilichus,CensoredJules,125,1339663887558467590
9654,anarka_ros,BenderOfuscado,62,1339606215844880386
9655,Rosa74795314,PabloIglesias,2389,1339554120789798912
9656,fransipe1977,CensoredJules,125,1339663887558467590
9657,todoen140,PabloIglesias,2389,1339554120789798912
9658,llangreo48,PabloIglesias,2389,1339554120789798912
9659,_Raquelg_,Monica_Garcia_G,519,1339613150350630914
9660,hasetsup7,agarzon,454,1339586576695750656
9661,silgh2010,CensoredJules,125,1339663887558467590
9662,toni_martinez64,fcastellanopab1,26,1339622642886840325
9663,Gassanyya,saludpodemos,123,1339591427588726784
9664,MariluzDiaz1008,nacho991960,35,1339549543814336514
9665,juanjo19951,BenderOfuscado,62,1339606215844880386
9666,toni_martinez64,BeatrizBandera3,52,1339620835838087170
9667,ManuRecio,elpce,26,1339618627235024897
9668,peina_ovejas,Julio_Rodr_,196,1339575549375762432
9669,GuillerminaAlg5,IreneMontero,631,1339553350732427265
9670,Txus_46,protestona1,480,1339591769147678720
9671,ana_republic,protestona1,480,1339591769147678720
9672,MariluzDiaz1008,SChiringuitos,10,1339571027014275073
9673,JaidroGlad,BenderOfuscado,62,1339606215844880386
9674,sagraguerrero,PodemosCLM,51,1339548548535361537
9675,PodemosBC,PodemosAragon,6,1339664606726393857
9676,BRUJITA54,Podemos_AND,132,1339586721416007689
9677,todos_lumpen,PabloIglesias,2389,1339554120789798912
9678,gemadalia9,IreneMontero,631,1339553350732427265
9679,conchigg26,CensoredJules,125,1339663887558467590
9680,MariluzDiaz1008,PODEMOS,324,1339559000971603969
9681,MariluzDiaz1008,sanottomas,25,1339595155687424000
9682,CalamityRose,Monica_Garcia_G,519,1339613150350630914
9683,diemez1980,Podemos_AND,132,1339586721416007689
9684,pepeparra48,CarlosXDPM,28,1339601990385451010
9685,MariluzDiaz1008,agarzon,454,1339586576695750656
9686,pr0m3t30,rosamedel11,316,1339646874110877698
9687,sonsoles8,Antonio1Moreno,306,1339606634973163529
9688,LoqueYotediga4,agarzon,454,1339586576695750656
9689,suso_rivas,RivasAbanades,1,1339655482919809024
9690,ofiurita,Antonio1Moreno,306,1339606634973163529
9691,comotu47,PabloIglesias,2389,1339554120789798912
9692,The_Best_Almu2,HidalgoJG414,21,1339664531354742789
9693,PuertaIve,Antonio1Moreno,306,1339606634973163529
9694,MDOLORESSNCHEZ,rosamedel11,316,1339646874110877698
9695,KlareSessemann,BenderOfuscado,62,1339606215844880386
9696,ripalda76,antonia_mp_,2,1339601581197516802
9697,_alaan_05_,PabloIglesias,2389,1339554120789798912
9698,ripalda76,saludpodemos,123,1339591427588726784
9699,MontJoss,CensoredJules,125,1339663887558467590
9700,SylviaaNixon,RamonLopez_G,2,1339610218704068608
9701,xpombo,agarzon,454,1339586576695750656
9702,Txus_46,PabloIglesias,2389,1339554120789798912
9703,MariluzDiaz1008,alba_leo,42,1339558599408939009
9704,triloka11,CensoredJules,125,1339663887558467590
9705,AutisticBoi7,BenderOfuscado,62,1339606215844880386
9706,Txus_46,PODEMOS,324,1339559000971603969
9707,mecompletocon,sanba1,1,1339666096689999872
9708,Enrique25701444,Macca15Paul,12,1339658280193372163
9709,MariluzDiaz1008,PabloIglesias,2389,1339554120789798912
9710,xpombo,sirarego,19,1339603023723548672
9711,xpombo,IzquierdaUnida,40,1339603291945111554
9712,beardguezz,IreneMontero,631,1339553350732427265
9713,madredenueve,Antonio1Moreno,306,1339606634973163529
9714,Jolualfe,CensoredJules,125,1339663887558467590
9715,s08_rosa,tortondo,42,1339633562048466946
9716,sonsolesoz,Antonio1Moreno,306,1339606634973163529
9717,Santiflux,CensoredJules,125,1339663887558467590
9718,_carla_navarro_,mlalanda,189,1339610851649662977
9719,javialon72,PabloIglesias,2389,1339554120789798912
9720,merfercas73,HidalgoJG414,21,1339664531354742789
9721,MariluzDiaz1008,nacho991960,5,1339654565898149892
9722,Garcaterra,IreneMontero,631,1339553350732427265
9723,MariaUtr192,MartinaVelardeG,42,1339586160587259904
9724,locuspolitikus,Podemos_Galicia,21,1339548610451693572
9725,3lectroduende,PabloIglesias,2389,1339554120789798912
9726,Jmon3112,Monica_Garcia_G,519,1339613150350630914
9727,thepahema,VDisidente,41,1339663435496382468
9728,Necro_Lord,estherhdr91,11,1339553065469435904
9729,jmrva69,PatxiBronchalo,29,1339621629920423936
9730,Xeiker1,protestona1,480,1339591769147678720
9731,consuel29846030,PabloIglesias,2389,1339554120789798912
9732,SevillaSFI,fcastellanopab1,57,1339628796081803266
9733,draruizgomez,mlalanda,189,1339610851649662977
9734,Junvol_,tortondo,42,1339633562048466946
9735,RemediosPascual,protestona1,480,1339591769147678720
9736,sanegremarcos,PabloIglesias,2389,1339554120789798912
9737,lanieto_09,Antonio1Moreno,306,1339606634973163529
9738,PioPioAmarillo,protestona1,480,1339591769147678720
9739,JesusHuerCas,PatxiBronchalo,29,1339621629920423936
9740,Milo_am,juralde,103,1339549990545440769
9741,Isabelurda05,CensoredJules,125,1339663887558467590
9742,meloncin69,HidalgoJG414,21,1339664531354742789
9743,asereje2maga1,HidalgoJG414,21,1339664531354742789
9744,mirandestrellas,CensoredJules,125,1339663887558467590
9745,eloisavausex,IreneMontero,631,1339553350732427265
9746,MariaJi97740566,agarzon,454,1339586576695750656
9747,fmansou,PODEMOS,296,1339591216942346241
9748,lalolalona6,PODEMOS,296,1339591216942346241
9749,Junvol_,CensoredJules,125,1339663887558467590
9750,diemez1980,IreneMontero,631,1339553350732427265
9751,JuanGom65992658,protestona1,480,1339591769147678720
9752,acarrasco85,UnidasTorrijos,5,1339630986255077379
9753,toni_guiu,PabloIglesias,2389,1339554120789798912
9754,manuvarsss,IreneMontero,631,1339553350732427265
9755,vmtf4,agarzon,454,1339586576695750656
9756,AsunCarretero,MikiyDuarte,41,1339600591522156544
9757,7Josean7,agarzon,454,1339586576695750656
9758,EsquerraMenorca,pjimfer,7,1339564688041005064
9759,Feryi60837711,agarzon,454,1339586576695750656
9760,rocioshaimais,CensoredJules,52,1339660488431579138
9761,Carolin93163375,Accountable2019,14,1339610859283341325
9762,falytf,agarzon,454,1339586576695750656
9763,rubitaharta,SofCastanon,108,1339592174166364160
9764,GrupDeuteLH,PODEMOS,62,1339567107231649795
9765,rubitaharta,BeatrizBandera3,52,1339620835838087170
9766,Alejand68301434,VDisidente,41,1339663435496382468
9767,rubitaharta,CensoredJules,52,1339660488431579138
9768,rubitaharta,CensoredJules,125,1339663887558467590
9769,rubitaharta,PabloIglesias,2389,1339554120789798912
9770,margarita_sainz,PabloIglesias,2389,1339554120789798912
9771,sonjavifrieiro,PabloIglesias,2389,1339554120789798912
9772,sitiodebaler2,patergongora,132,1339637529142833159
9773,analuque68,protestona1,480,1339591769147678720
9774,AlvaroGz1987,patergongora,132,1339637529142833159
9775,clara_2r,VDisidente,41,1339663435496382468
9776,jon_kintana,PabloIglesias,2389,1339554120789798912
9777,Lolalo_Lalola_,patergongora,132,1339637529142833159
9778,evasant73,CensoredJules,125,1339663887558467590
9779,lluviapay,nacho991960,11,1339601993971585025
9780,AnaArrogante,Monica_Garcia_G,519,1339613150350630914
9781,josealicante68,IreneMontero,631,1339553350732427265
9782,jrepulles1,Monica_Garcia_G,519,1339613150350630914
9783,CherokyAtm,HidalgoJG414,21,1339664531354742789
9784,Ludovic96001767,saludpodemos,123,1339591427588726784
9785,jmrs252,protestona1,480,1339591769147678720
9786,Jorgege__,PabloIglesias,2389,1339554120789798912
9787,Gumersi66904767,patergongora,132,1339637529142833159
9788,fernandoga60,PoderPopularWeb,13,1339625540395937796
9789,Loquequedademi3,VDisidente,41,1339663435496382468
9790,Gatopar59639092,IreneMontero,631,1339553350732427265
9791,evasant73,MariaMarinMart,28,1339549248547934209
9792,joliburgos,CensoredJules,52,1339660488431579138
9793,yavaleyavale,elpce,48,1339618623174946818
9794,juantova28,PodemosAdH,9,1339621163589316608
9795,ankor_ramos,CensoredJules,125,1339663887558467590
9796,Ainara15504299,VDisidente,41,1339663435496382468
9797,JACQUESDES,HidalgoJG414,21,1339664531354742789
9798,CdV_Navarra,patergongora,132,1339637529142833159
9799,pilichus,CensoredJules,52,1339660488431579138
9800,NeoAngel1984,CensoredJules,52,1339660488431579138
9801,BraisRod1997,CensoredJules,125,1339663887558467590
9802,Magda72958393,CensoredJules,125,1339663887558467590
9803,ArielGo85449465,patergongora,132,1339637529142833159
9804,ZHAINOX,CensoredJules,125,1339663887558467590
9805,yavaleyavale,CensoredJules,125,1339663887558467590
9806,margarjimen,rosamedel11,316,1339646874110877698
9807,NihilistaP,PabloIglesias,2389,1339554120789798912
9808,margarita_sainz,IzquierdaUnida,88,1339572361801154560
9809,margarita_sainz,IU_Madrid,24,1339553207002025984
9810,ManoloValls54,IreneMontero,631,1339553350732427265
9811,JorgelinaSanto5,VDisidente,41,1339663435496382468
9812,mirandestrellas,Monica_Garcia_G,519,1339613150350630914
9813,Jcjimenez81,Podemos_AND,132,1339586721416007689
9814,Viki_bcn18,PabloIglesias,2389,1339554120789798912
9815,webero,mipsicoanalisis,1,1339663988506972162
9816,Rafa_Kingslayer,CensoredJules,125,1339663887558467590
9817,Paulamborghini,anasabevolar,10,1339655307925057538
9818,Jcjimenez81,Toni_Valero,75,1339577039305715714
9819,JLMTCGA,MISSBLANDINGS,2,1339639419377213452
9820,AtomoLibre,IreneMontero,631,1339553350732427265
9821,AndrsMo95814766,nacho991960,5,1339654565898149892
9822,ManoloValls54,agarzon,454,1339586576695750656
9823,Jcjimenez81,Podemos_AND,12,1339558979681267713
9824,Shaktale_1312,nacho991960,6,1339601301328506880
9825,MeigaIsa,BECAES_,3,1339651205342093317
9826,NeoAngel1984,Macca15Paul,12,1339658280193372163
9827,macaseroa,CensoredJules,125,1339663887558467590
9828,Shaktale_1312,nacho991960,11,1339601993971585025
9829,MaiteSanjuanes,fcastellanopab1,57,1339628796081803266
9830,ppeljoputa,CensoredJules,125,1339663887558467590
9831,laiventura,Podemos_AND,132,1339586721416007689
9832,ppeljoputa,Julio_Rodr_,196,1339575549375762432
9833,MariaJarandilla,PabloIglesias,2389,1339554120789798912
9834,Shaktale_1312,nacho991960,31,1339611392354230273
9835,fralvarez2014,CensoredJules,125,1339663887558467590
9836,JErro89514609,CensoredJules,125,1339663887558467590
9837,javijotaauvei,CensoredJules,125,1339663887558467590
9838,Nagore_93,SaraAustralia,43,1339613246995750916
9839,Azuldelcielo8,porsellos,7,1339655508542820353
9840,josealicante68,joseasanjurjo,29,1339616893662097408
9841,MahederVera,CensoredJules,125,1339663887558467590
9842,lonomaso,CensoredJules,125,1339663887558467590
9843,Jefelin8K,VDisidente,41,1339663435496382468
9844,galimata,SofCastanon,108,1339592174166364160
9845,evasant73,Julio_Rodr_,196,1339575549375762432
9846,logicaprogre,VDisidente,41,1339663435496382468
9847,vantong1963,protestona1,480,1339591769147678720
9848,Jcjimenez81,PabloEchenique,176,1339608877457944576
9849,Molia2010,AdaColau,121,1339617829457420288
9850,SlyLith_,lliure170,1,1339658977001533440
9851,Jazzel65,VDisidente,41,1339663435496382468
9852,celia_b12,IreneMontero,631,1339553350732427265
9853,anna_montalvo,protestona1,480,1339591769147678720
9854,Jcjimenez81,PODEMOS,135,1339595696681353218
9855,ManoloValls54,PabloIglesias,2389,1339554120789798912
9856,Jcjimenez81,SofCastanon,108,1339592174166364160
9857,Podemos_CyL,PodemosSegovia,2,1339641762894073857
9858,Jcjimenez81,PODEMOS,296,1339591216942346241
9859,Olga_Hurtado66,agarzon,454,1339586576695750656
9860,MLCabezuelo,fcastellanopab1,57,1339628796081803266
9861,MaiteSanjuanes,CarlosXDPM,28,1339601990385451010
9862,evasant73,CensoredJules,52,1339660488431579138
9863,mjcastr47032802,Sayo_P75,34,1339596985452531717
9864,trebacio,NCorisco,2,1339658746499387397
9865,ChariBlanco,Antonio1Moreno,306,1339606634973163529
9866,mundoobrero,elpce,48,1339618623174946818
9867,MLCabezuelo,fcastellanopab1,26,1339622642886840325
9868,evasant73,Monica_Garcia_G,519,1339613150350630914
9869,missymml,mlalanda,189,1339610851649662977
9870,Piilar60,MiguelUrban,26,1339612065116409857
9871,IUCuenca,iuclm,23,1339636538238504962
9872,kape__5,sanottomas,25,1339595155687424000
9873,JuanAngelArMor,rosamedel11,316,1339646874110877698
9874,cannetelareal,elpce,26,1339618627235024897
9875,franmerez,PabloIglesias,2389,1339554120789798912
9876,secaderolate,NJ_ElBocadillo,1,1339617384479469568
9877,FarahMossadegh,Monica_Garcia_G,519,1339613150350630914
9878,vantong1963,PabloIglesias,2389,1339554120789798912
9879,puto_verbenas,puto_verbenas,1,1339614627425075201
9880,AbraDominguez,PODEMOS,324,1339559000971603969
9881,AntonGomezReino,rosamedel11,316,1339646874110877698
9882,Kemaman_,agarzon,454,1339586576695750656
9883,hasetsup7,Podemos_AND,132,1339586721416007689
9884,ripalda76,SofCastanon,108,1339592174166364160
9885,AndrsMo95814766,Inefable82,41,1339626021964931074
9886,salto_acevedo,porsellos,7,1339655508542820353
9887,mipsicoanalisis,VDisidente,41,1339663435496382468
9888,Marina_villa17,IreneMontero,631,1339553350732427265
9889,AlexDe_Large_,PabloEchenique,176,1339608877457944576
9890,pr0m3t30,CensoredJules,33,1339656888854654979
9891,JoseanPastor,BorinagaP,4,1339633214462119936
9892,antonio22201467,rosamedel11,316,1339646874110877698
9893,AliciaLiza_,SaraAustralia,43,1339613246995750916
9894,josepbarrera,protestona1,480,1339591769147678720
9895,covid1984isnow,BECAES_,3,1339654088703807488
9896,DoctorAnti,SaraAustralia,43,1339613246995750916
9897,JesusCalbo,PabloIglesias,2389,1339554120789798912
9898,yoldi20,rosamedel11,316,1339646874110877698
9899,Evaadb1,lorenaalrd_,30,1339587183896797184
9900,genedeltoro_,rosamedel11,316,1339646874110877698
9901,luk131256,protestona1,480,1339591769147678720
9902,rosavallekas,Monica_Garcia_G,519,1339613150350630914
9903,Danyoshib,protestona1,480,1339591769147678720
9904,Weedfellas,PabloIglesias,2389,1339554120789798912
9905,pr0m3t30,CensoredJules,52,1339660488431579138
9906,pep_labranya,CensoredJules,52,1339660488431579138
9907,Garcia5Super,rosamedel11,316,1339646874110877698
9908,MiguelSiles,CensoredJules,33,1339656888854654979
9909,Somechopin,PabloIglesias,2389,1339554120789798912
9910,FADSPU,SerFdezRu,9,1339662853553463300
9911,maestre1954,Monica_Garcia_G,519,1339613150350630914
9912,nestorbg3,PODEMOS,324,1339559000971603969
9913,jose_ufo,PodemosCLM,51,1339548548535361537
9914,DoctorAnti,Monica_Garcia_G,519,1339613150350630914
9915,Garcia5Super,Podem_,33,1339552072958677001
9916,ManoloValls54,Podemos_AND,132,1339586721416007689
9917,pr0m3t30,Podemos_AND,132,1339586721416007689
9918,ManoloValls54,PODEMOS,296,1339591216942346241
9919,AndrsMo95814766,PodemosCMadrid,43,1339654720156299264
9920,PodemosVitoria,PODEMOS,135,1339595696681353218
9921,AlexiaOver,alba_leo,42,1339558599408939009
9922,PenasLozano,PabloEchenique,176,1339608877457944576
9923,RJGonzalez63,IzquierdaUnida,230,1339555345853796354
9924,EGRMJ,IzquierdaUnida,230,1339555345853796354
9925,jose_ufo,BeatrizBandera3,52,1339620835838087170
9926,RoserComellas,Lauralopezd,9,1339632075570176000
9927,Garcia5Super,PabloIglesias,2389,1339554120789798912
9928,1789Libertario,Monica_Garcia_G,519,1339613150350630914
9929,ana220770,Podemos_AND,132,1339586721416007689
9930,fame_monte,agarzon,454,1339586576695750656
9931,ManoloValls54,Julio_Rodr_,196,1339575549375762432
9932,Pigrande_,MariluzDiaz1008,22,1339619300114657282
9933,AlexiaOver,Toni_Valero,75,1339577039305715714
9934,fame_monte,PabloIglesias,2389,1339554120789798912
9935,MarNadalMascaro,carme_vs,3,1339599268861001734
9936,Albert_Ruiz,lapau_silvia,8,1339640414677155840
9937,carmelarivasfr1,CensoredJules,52,1339660488431579138
9938,AlexiaOver,CensoredJules,33,1339656888854654979
9939,AlexiaOver,GemaNieto81,4,1339660920377798656
9940,DINGO40378066,PODEMOS,324,1339559000971603969
9941,provisoscar,protestona1,480,1339591769147678720
9942,AlexiaOver,PabloIglesias,2389,1339554120789798912
9943,alcalala62,protestona1,480,1339591769147678720
9944,JaviRihuete,Antonio1Moreno,306,1339606634973163529
9945,DINGO40378066,alba_leo,42,1339558599408939009
9946,DINGO40378066,BeatrizBandera3,52,1339620835838087170
9947,PCEmerida,elpce,26,1339618627235024897
9948,yubartina,MikiyDuarte,41,1339600591522156544
9949,Nocompromotos,Monica_Garcia_G,519,1339613150350630914
9950,PCEmerida,elpce,48,1339618623174946818
9951,PlataResiAlcor,Genial_idades,3,1339645927095742466
9952,AndrsMo95814766,agarzon,454,1339586576695750656
9953,DINGO40378066,PabloIglesias,2389,1339554120789798912
9954,Doncella___,mlalanda,189,1339610851649662977
9955,tinin45,agarzon,454,1339586576695750656
9956,PCEmerida,IzquierdaUnida,230,1339555345853796354
9957,JoseanPastor,BorinagaP,15,1339624383040598017
9958,AlbaCarrilloVIP,PabloIglesias,2389,1339554120789798912
9959,iumiranda,IzquierdaUnida,40,1339603291945111554
9960,eupv_mislata,IzquierdaUnida,88,1339572361801154560
9961,AlexiaOver,ionebelarra,48,1339572229919698948
9962,baldufana,Avivir,43,1339614533120389120
9963,manxacb17,MariluzDiaz1008,22,1339619300114657282
9964,AlexiaOver,PODEMOS,324,1339559000971603969
9965,JuanMorenoRe,elpce,48,1339618623174946818
9966,ppeljoputa,agarzon,454,1339586576695750656
9967,JoseLahozR,Pauetevilo,6,1339545171541843969
9968,ppeljoputa,PabloIglesias,2389,1339554120789798912
9969,troyana25,PodemosCuenca,22,1339651891983204353
9970,aquelciudadano,protestona1,480,1339591769147678720
9971,johnaylward,PODEMOS,296,1339591216942346241
9972,ppeljoputa,PabloEchenique,176,1339608877457944576
9973,auroralopezazco,protestona1,480,1339591769147678720
9974,Loreguztro,PabloIglesias,2389,1339554120789798912
9975,Ngv84423455,RodrigoDdeV13,18,1339641781466624006
9976,14AbrilFun,Asanzr,9,1339598676671430660
9977,Tomas_Romano,PabloIglesias,2389,1339554120789798912
9978,CocaLozano,PODEMOS,107,1339548399645958144
9979,eduardoadan62,nacho991960,11,1339601993971585025
9980,PodemosMislata,Podem_,33,1339552072958677001
9981,14AbrilFun,iu_aragon,5,1339636756640129025
9982,PodemosVitoria,PodemosEuskadi_,9,1339548416339288064
9983,nihlaski,elpce,48,1339618623174946818
9984,tinin45,protestona1,480,1339591769147678720
9985,AxturCelta,PODEMOS,81,1339551417388941326
9986,sergiodelmolino,jsllana,1,1339654648068775936
9987,CarmenL12649528,PoderPopularWeb,13,1339625540395937796
9988,cappampero,joseasanjurjo,29,1339616893662097408
9989,tore_rito1975,BECAES_,11,1339648671747633153
9990,CATALUNYA_CAT_,ElmancodeLepan2,5,1339643884876476416
9991,jasonadonis12,SofCastanon,108,1339592174166364160
9992,AndrsMo95814766,PODEMOS,296,1339591216942346241
9993,currinchi25_56,LuciadelosReye2,2,1339650089699209216
9994,PatValladares1,GemaNieto81,4,1339660920377798656
9995,DoctorAnti,MiguelSantosRR,14,1339557955885133827
9996,jurikillah,PodemosCos,1,1339660385465507840
9997,JMMR696969,PODEMOS,296,1339591216942346241
9998,dj_Neighbour,tortondo,42,1339633562048466946
9999,fjaviergsoria,PodemosSegovia,2,1339641762894073857
10000,Nico_BV,luisramiromusic,73,1339622665531867138
10001,malfredofaro,patergongora,132,1339637529142833159
10002,AntonioMoll,protestona1,480,1339591769147678720
10003,mjcastr47032802,PabloIglesias,2389,1339554120789798912
10004,Mariolittle13,__luciab,1,1339635819049578498
10005,z3ltia,tortondo,42,1339633562048466946
10006,ladypalo,CensoredJules,52,1339660488431579138
10007,RafaelRosillo,PabloIglesias,2389,1339554120789798912
10008,Isabelurda05,CensoredJules,33,1339656888854654979
10009,tasmania71,ratxe_,25,1339599884828045314
10010,costaescriva88,rosamedel11,316,1339646874110877698
10011,yedalar,CensoredJules,52,1339660488431579138
10012,pauulopezg,PODEMOS,324,1339559000971603969
10013,Aliissce,Avivir,43,1339614533120389120
10014,UtreraCotan,Monica_Garcia_G,519,1339613150350630914
10015,TrainerExtreme,CensoredJules,52,1339660488431579138
10016,CATALUNYA_CAT_,PODEMOS,324,1339559000971603969
10017,provisoscar,Monica_Garcia_G,519,1339613150350630914
10018,genedeltoro_,alba_leo,42,1339558599408939009
10019,lueliclara,protestona1,480,1339591769147678720
10020,CATALUNYA_CAT_,Monica_Garcia_G,519,1339613150350630914
10021,anahenche49,agarzon,454,1339586576695750656
10022,CATALUNYA_CAT_,IzquierdaUnida,230,1339555345853796354
10023,BezaresFernando,CensoredJules,52,1339660488431579138
10024,RobertoRuizGil2,IreneMontero,631,1339553350732427265
10025,Susber31,PODEMOS,69,1339564899505213440
10026,HidalgoJG414,JJLLara,12,1339602006588047362
10027,Almaindigna,IreneMontero,631,1339553350732427265
10028,Carlus100,Julio_Rodr_,196,1339575549375762432
10029,Habeasdata5,IreneMontero,631,1339553350732427265
10030,LaVozdeCasandra,CensoredJules,52,1339660488431579138
10031,Lator78,IreneMontero,631,1339553350732427265
10032,anablancagg,Antonio1Moreno,306,1339606634973163529
10033,rosa_htr73,agarzon,454,1339586576695750656
10034,cocacolospa,mlalanda,189,1339610851649662977
10035,sara_del,IzquierdaUnida,230,1339555345853796354
10036,Almaindigna,PODEMOS,296,1339591216942346241
10037,tonibauti_op,CensoredJules,52,1339660488431579138
10038,pamutxa,Podemos_AND,132,1339586721416007689
