,user,user_rt,weight,idd
1422,OjalaBot,soalbeharo,3,1339670592304328706
1423,hualcoyotl,__J_Cummings__,2,1339656172194947072
1424,rgarciadeandres,PSOE,415,1339584712772218886
1425,IAyalaSender,salvadorilla,363,1339623840998170624
1426,RubenPereda,pabolec,13,1339649130759680001
1427,LyaGonzalez1,Camila_RojasV,892,1339622767516397574
1428,nusagatero,gomezdcelis,72,1339630908278759432
1429,SDimision,gualtrapa,1,1339670137050423296
1430,Maria2ciki,CristinaSegui_,411,1339667170842832902
1431,rgarciadeandres,Ander_Gil,31,1339587645039550471
1432,nieves_tarin,OMC_Espana,7,1332337130698272769
1433,jumadanalv,sanchezcastejon,1313,1339587082193260546
1434,puente_emilio,CristinaSegui_,411,1339667170842832902
1435,josemadretenes,CristinaSegui_,411,1339667170842832902
1436,Lolaorbe,sanchezcastejon,1313,1339587082193260546
1437,JuanEnr59182082,vladomirosevic,90,1339597662861942790
1438,marielepacheco,addelagonzalez,81,1339671258598916097
1439,SEREIRIS,Ander_Gil,31,1339587645039550471
1440,AVVElVal,FRAVM,92,1339599145707827200
1441,hakimnaji7,PSOE,415,1339584712772218886
1442,riorojogil,tito_morano,188,1339601736797810697
1443,carmefigueras,salvadorilla,363,1339623840998170624
1444,morgue75,ramonlobo,742,1339607957810528256
1445,AKUTASAME3,Jordigave,25,1339611650161336322
1446,AnisaMarzo2011,AndaluciaSinVOX,88,1339612023970291714
1447,Maipa8,CristinaSegui_,411,1339667170842832902
1448,CarlosVeraMC,PeFuCas,6,1339664655657164803
1449,PilarCG_03,tito_morano,188,1339601736797810697
1450,camparimen,Camila_RojasV,892,1339622767516397574
1451,Juanfri_1969,CristinaSegui_,411,1339667170842832902
1452,EupvSalut,sanidadgob,134,1339613665016881155
1453,sjaurrieta,Congreso_Es,290,1339584205341114369
1454,Joancs19,mlalanda,189,1339610851649662977
1455,Mara70066941,cuquemar,406,1339511128536346625
1456,alissejh,Liberales_Chile,50,1339626793393934338
1457,juantiradob,Camila_RojasV,892,1339622767516397574
1458,IsraelSegall,Camila_RojasV,892,1339622767516397574
1459,alissejh,Camila_RojasV,892,1339622767516397574
1460,joseripoll18,AleteiaES,69,1339671206744764426
1461,kolontai1959,FRAVM,92,1339599145707827200
1462,JuanmaVazSan,mlalanda,189,1339610851649662977
1463,macpaco2,__J_Cummings__,2,1339656172194947072
1464,glogarciadiaz,jesusmarana,78,1339130737992343553
1465,fedelanza53,sanchezcastejon,1313,1339587082193260546
1466,locuspolitikus,jesanez,3,1339670404743507971
1467,kolontai1959,sosamatxu,5,1339605994264010752
1468,purimartinezveg,JOSEMANUELSOTO1,802,1339490975681536000
1469,Crisramicas_CRC,supernova_2020,125,1126107217411833858
1470,Salvadormuga01,PSOE,415,1339584712772218886
1471,sanz62_,Congreso_Es,290,1339584205341114369
1472,RatioLegisESP,iBarbarellah,91,1339635638283452419
1473,burbujacombativ,Defensoria_Peru,77,1339624586380455936
1474,Jennifera04,Dani_Melluzzine,5,1339597393445019653
1475,RRdelaSerna,AleteiaES,69,1339671206744764426
1476,otis_b,dieguez_miguel,21,1339667899104030730
1477,gutata1963,Defensoria_Peru,77,1339624586380455936
1478,JoseLui74404243,sanchezcastejon,1313,1339587082193260546
1479,soyelhansa1979,ramonlobo,742,1339607957810528256
1480,1_GrandeLibre,cuquemar,406,1339511128536346625
1481,ernestoeslava,LaJornadaBC,1,1339670501535461383
1482,fsanles52,sanchezcastejon,1313,1339587082193260546
1483,AuroraElche,SalazarRoPaco,26,1339611805929398274
1484,AuroraElche,sanidadgob,134,1339613665016881155
1485,carlismogalicia,carlismoes,16,1339668266663469058
1486,Seraire1,JOSEMANUELSOTO1,802,1339490975681536000
1487,3charrita,jnagore,4,1339588057511600130
1488,lolapichardo10,JOSEMANUELSOTO1,802,1339490975681536000
1489,YoConVoxSiempre,CristinaSegui_,411,1339667170842832902
1490,JoseLui74404243,ramonlobo,742,1339607957810528256
1491,Noeliaaa01,diostuitero,541,1339586935594000392
1492,_ricardogh_,JOSEMANUELSOTO1,802,1339490975681536000
1493,crisViaO,vladomirosevic,97,1339635893175537668
1494,carmen57262365,CristinaSegui_,411,1339667170842832902
1495,meryss_4,mlalanda,189,1339610851649662977
1496,Noeliaaa01,abalosmeco,216,1339604490815680512
1497,Marina22laplata,diariohoynet,1,1339670198174035974
1498,disfrutalacienc,SanGomezLopez,19,1339589700495974401
1499,MaraGue43995898,JOSEMANUELSOTO1,802,1339490975681536000
1500,diemez1980,sanchezcastejon,1313,1339587082193260546
1501,EzamoraGarc,patxilopez,174,1339617333543841804
1502,elgopu,AdvanceLib,6,1339658509902884865
1503,gabripat,CristinaSegui_,411,1339667170842832902
1504,AvCuevas,Camila_RojasV,892,1339622767516397574
1505,CiudadanoCarran,JOSEMANUELSOTO1,802,1339490975681536000
1506,mccasasc,sanchezcastejon,1313,1339587082193260546
1507,Miss_Sweetkatz,lamarea_com,15,1227638498561122304
1508,12octubreEs,gpvoxmurcia,12,1339654114301644802
1509,Mailentuki,Camila_RojasV,892,1339622767516397574
1510,benjamin931,salvadorilla,363,1339623840998170624
1511,jpabloaglr,ncastilo,51,1339649537544245250
1512,LaReinaNews,Camila_RojasV,892,1339622767516397574
1513,jldominguez60,CristinaSegui_,411,1339667170842832902
1514,juanlula,diego952672768,35,1339588358654156807
1515,DeividHassel,pardodevera,516,1339584714064056324
1516,mccasasc,abalosmeco,216,1339604490815680512
1517,CasanuevaE,JOSEMANUELSOTO1,802,1339490975681536000
1518,_DoctorCito,ramonlobo,742,1339607957810528256
1519,pitufavila,patxilopez,174,1339617333543841804
1520,ekavaldes,kennysubiabre,12,1339634019718316032
1521,Bmolina2,sanchezcastejon,1313,1339587082193260546
1522,chegar8,JOSEMANUELSOTO1,802,1339490975681536000
1523,FedeArnau,abalosmeco,216,1339604490815680512
1524,rotombon,Camila_RojasV,892,1339622767516397574
1525,alba_pitt,diostuitero,541,1339586935594000392
1526,RafaelJordan63,JOSEMANUELSOTO1,802,1339490975681536000
1527,mccasasc,salvadorilla,363,1339623840998170624
1528,Latorredekafft,JAguilera_actor,4,1339669722506387458
1529,VaIIsDe,patxilopez,174,1339617333543841804
1530,elenacruzmontes,pardodevera,516,1339584714064056324
1531,CarlosAEscudero,Liberales_Chile,30,1339329457866252289
1532,Eber_2108,Camila_RojasV,892,1339622767516397574
1533,Pilar27795878,iBarbarellah,91,1339635638283452419
1534,mariaffmar,Electograph,15,1339664744702197760
1535,xcidaw,_robergm,1,1339669859936956420
1536,ronnygermman,vladomirosevic,28,1339660338942373889
1537,GinaDragon,salvadorilla,363,1339623840998170624
1538,lurmuri,ramonlobo,742,1339607957810528256
1539,juanfra_nm,vicentetiradopp,23,1339644919003181056
1540,gemitamalo,Camila_RojasV,892,1339622767516397574
1541,pertierraperse1,jucilnacional,39,1339644404399804418
1542,deedee2_2000,CristinaSegui_,411,1339667170842832902
1543,Profuga_VLC,articulo_30,116,1339626998826741761
1544,joseangonzalvez,mlalanda,17,1339613956411940865
1545,Mastermind_l_,CristinaSegui_,411,1339667170842832902
1546,patonawrath,matiaswalkerp,64,1339619157432791045
1547,lolaibanex020,AlexisMonteroM,4,1339669812767813632
1548,granavox,CristinaSegui_,411,1339667170842832902
1549,CKLBAUER,CristinaSegui_,411,1339667170842832902
1550,raealegre,kennysubiabre,12,1339634019718316032
1551,espanol_del,CristinaSegui_,411,1339667170842832902
1552,FCG9903,CristinaSegui_,411,1339667170842832902
1553,SilviaGBerlanga,dieguez_miguel,21,1339667899104030730
1554,patonawrath,Panchoundurraga,36,1339642115777818626
1555,jomaesbi1968,PSOE,415,1339584712772218886
1556,SEREIRIS,PSOE,415,1339584712772218886
1557,pablolabarcac,jgalemparte,52,1339648665653288969
1558,rominaroy23,articulo_30,116,1339626998826741761
1559,erpem,CristinaSegui_,411,1339667170842832902
1560,santanagonalez,AntonioGalleg0,2,1339654915539554307
1561,ClauKarma,supernova_2020,34,1339592475065819138
1562,AlRod1963,Mayafernandeza,64,1339631982687318017
1563,FelipePuntarron,sanchezcastejon,1313,1339587082193260546
1564,NoticiasdeVox,rromerovilches,4,1339613468660551680
1565,bravocycling,diostuitero,541,1339586935594000392
1566,romanchiclana,gomezdcelis,72,1339630908278759432
1567,pablolabarcac,ncastilo,51,1339649537544245250
1568,neupavertmario,dieguez_miguel,21,1339667899104030730
1569,MISTERYINKANA,diostuitero,541,1339586935594000392
1570,capitan_spain,JAguilera_actor,4,1339669722506387458
1571,AntonioGil15,ramonlobo,742,1339607957810528256
1572,KirkReportero,Camila_RojasV,892,1339622767516397574
1573,MIGUELO22091597,CristinaSegui_,411,1339667170842832902
1574,sofials51,AlexisMonteroM,4,1339669812767813632
1575,perviver,CristinaSegui_,411,1339667170842832902
1576,lalowilson,Camila_RojasV,892,1339622767516397574
1577,andresperal,CristinaSegui_,411,1339667170842832902
1578,IAyalaSender,sanchezcastejon,1313,1339587082193260546
1579,mariajosedjl,sanchezcastejon,1313,1339587082193260546
1580,____Daniel___E,____Daniel___E,85,1339570056943026177
1581,PLIBMalaga,AdvanceLib,6,1339658509902884865
1582,tomasrivasramos,javimenayc,9,1339655206133506056
1583,Leafaresco,sanchezdelreal,125,1339462150906114051
1584,tomasrivasramos,Camila_RojasV,892,1339622767516397574
1585,Ecco_Huerto,Deselectrocuta1,1,1339661760316497920
1586,FerRomanArenas,PDeballon,25,1339626856962789378
1587,SYLLVYA,salvadorilla,363,1339623840998170624
1588,malpibadajoz,pardodevera,516,1339584714064056324
1589,AntonioJAznarP1,JOSEMANUELSOTO1,802,1339490975681536000
1590,MLuisaDiaz_,JOSEMANUELSOTO1,802,1339490975681536000
1591,aldonza1234,CristinaSegui_,411,1339667170842832902
1592,rafa_piccinoni,CristinaSegui_,411,1339667170842832902
1593,Fer19893529,SofCastanon,27,1339542726342270976
1594,Bewild4ever,ramonlobo,742,1339607957810528256
1595,SEREIRIS,Jccampm,71,1339612492754989058
1596,f1pills,CristinaSegui_,411,1339667170842832902
1597,tatuillo,iBarbarellah,91,1339635638283452419
1598,NicoGZ,vladomirosevic,28,1339660338942373889
1599,LauraSSarompas,PSOE,415,1339584712772218886
1600,TheLogos5,supernova_2020,125,1126107217411833858
1601,Rafa_eltorete,gpscongreso,45,1339549907338862592
1602,pprepe,CristinaSegui_,411,1339667170842832902
1603,goyanena,salvadorilla,363,1339623840998170624
1604,NicoGZ,Arfigueiras,2,1339663521571872768
1605,bernardodiazs,juanenriquepi,5,1339595597658030083
1606,eguskialde369,JOSEMANUELSOTO1,802,1339490975681536000
1607,SalvaSaFr,CristinaSegui_,411,1339667170842832902
1608,fel_radio,mendezAndreaA,36,1339655493921419267
1609,EMILIAMUOZPAEZ,JOSEMANUELSOTO1,802,1339490975681536000
1610,aljandra07,sanchezcastejon,1313,1339587082193260546
1611,CesarGon1975,CristinaSegui_,411,1339667170842832902
1612,Cuervos06,Daniela_Vidal_,2,1339669130287431680
1613,51farinato,ramonlobo,742,1339607957810528256
1614,MAOYAPI,Camila_RojasV,892,1339622767516397574
1615,PedroGonzalezB,carlismoes,16,1339668266663469058
1616,aldebrito,Camila_RojasV,892,1339622767516397574
1617,morgana_crdwn,diostuitero,541,1339586935594000392
1618,PAULYJAH,CatalinaPerezS,70,1339623195834535937
1619,jesusmt03,diostuitero,541,1339586935594000392
1620,titoshivan,dieguez_miguel,21,1339667899104030730
1621,JuanEmar2,Camila_RojasV,892,1339622767516397574
1622,SchelottoAltez,Congreso_Es,290,1339584205341114369
1623,ainararamirezz,Congreso_Es,290,1339584205341114369
1624,lluihug,ramonlobo,742,1339607957810528256
1625,Adonys50518710,CristinaSegui_,411,1339667170842832902
1626,MariaDeJesusCG1,CristinaSegui_,411,1339667170842832902
1627,JorgeCentineo,diego952672768,35,1339588358654156807
1628,Shatov_,carlismoes,16,1339668266663469058
1629,SuperMario_I,JOSEMANUELSOTO1,802,1339490975681536000
1630,antgalan,abalosmeco,216,1339604490815680512
1631,abellas_p,belitagl,4,1339561578023284740
1632,Catitaidola,sanchezcastejon,1313,1339587082193260546
1633,verdadesdemirna,AleteiaES,30,1339638996092268546
1634,libertadzarautz,carlismoes,16,1339668266663469058
1635,yendoporlibre,JOSEMANUELSOTO1,802,1339490975681536000
1636,xantycasais63,JOSEMANUELSOTO1,802,1339490975681536000
1637,carbonero_jesus,CristinaSegui_,411,1339667170842832902
1638,minguezlujan,JOSEMANUELSOTO1,802,1339490975681536000
1639,NolbertoDiaz,juanenriquepi,5,1339595597658030083
1640,monlnavarro,articulo_30,116,1339626998826741761
1641,rebolleda1957,gpscongreso,79,1339540596105441288
1642,javierlopez86vk,sanchezcastejon,1313,1339587082193260546
1643,Agencia_FARO,carlismoes,16,1339668266663469058
1644,mariaje1956,carmen_banos,12,1339595266257653765
1645,CarlosR88712080,Camila_RojasV,892,1339622767516397574
1646,Marta_Serrano,dieguez_miguel,21,1339667899104030730
1647,NolbertoDiaz,vladomirosevic,90,1339597662861942790
1648,souto53,MichelMontaner,40,1339618591990280192
1649,StopTerrazas,Congreso_Es,290,1339584205341114369
1650,rebolleda1957,PSOE,415,1339584712772218886
1651,jumadanalv,ramonlobo,742,1339607957810528256
1652,IsaIgualdad,salvadorilla,363,1339623840998170624
1653,armartinez51,rakeld12341234,71,1339606182093225987
1654,josefanvrrt722,PSOE,415,1339584712772218886
1655,RosanaRibera,vicentetiradopp,23,1339644919003181056
1656,ROSYNASAN,Congreso_Es,290,1339584205341114369
1657,JaviAdriSala1,CristinaSegui_,411,1339667170842832902
1658,josefanvrrt722,abalosmeco,216,1339604490815680512
1659,Catitaidola,ramonlobo,742,1339607957810528256
1660,peperosansky,jgalemparte,74,1339606643026374662
1661,AlexCostasVila,mendezAndreaA,36,1339655493921419267
1662,Yizaah95,Camila_RojasV,892,1339622767516397574
1663,aquelciudadano,pardodevera,516,1339584714064056324
1664,70db17cd04734c0,iBarbarellah,91,1339635638283452419
1665,LolaChumillas,diostuitero,541,1339586935594000392
1666,araujo_ady,Congreso_Es,290,1339584205341114369
1667,mariajemorillas,mlalanda,189,1339610851649662977
1668,denizax,Electograph,15,1339664744702197760
1669,Valegonsep,Mayafernandeza,11,1339582321842741254
1670,vic_hume,Camila_RojasV,892,1339622767516397574
1671,vicentinismo,MikiyDuarte,34,1339594871963672584
1672,polgarilla,pardodevera,516,1339584714064056324
1673,quetotestaxfer,Erramun2014,4,1339630339862499330
1674,Andrea_Imantada,Congreso_Es,290,1339584205341114369
1675,jateraysa,pardodevera,516,1339584714064056324
1676,ImJosefK,CristinaSegui_,411,1339667170842832902
1677,JMolinaALM,sanchezcastejon,1313,1339587082193260546
1678,Valegonsep,vladomirosevic,120,1339551293610860550
1679,PSOEdeParla,abalosmeco,216,1339604490815680512
1680,alvelascoa,Electograph,15,1339664744702197760
1681,socio_un,JOSEMANUELSOTO1,802,1339490975681536000
1682,rubio837,JOSEMANUELSOTO1,802,1339490975681536000
1683,kakigarcia77,CristinaSegui_,411,1339667170842832902
1684,arzuaga55,CristinaSegui_,411,1339667170842832902
1685,alvelascoa,diostuitero,541,1339586935594000392
1686,fquirozbunster,ncastilo,51,1339649537544245250
1687,EMalaga73,Jordigave,11,1339664199862116352
1688,0ttasimone,FelipeParadaM,24,1339625522721124353
1689,Marivi0608,sanchezcastejon,1313,1339587082193260546
1690,Jesus49169176,sanchezcastejon,1313,1339587082193260546
1691,Menxusant,mlalanda,189,1339610851649662977
1692,alasparanovolar,Kike91949948,1,1339606290784538625
1693,MariaJessLenS1,patxilopez,174,1339617333543841804
1694,veatrixI,diostuitero,541,1339586935594000392
1695,HelenBr13254335,CristinaSegui_,411,1339667170842832902
1696,ciudad_austral,ONG_CyJ,17,1339552418099544068
1697,can_summeren27,CristinaSegui_,411,1339667170842832902
1698,Marivi0608,PSOE,415,1339584712772218886
1699,KikeMlaga,Electograph,15,1339664744702197760
1700,JavierS35812825,pardodevera,516,1339584714064056324
1701,maydula_res,cuquemar,406,1339511128536346625
1702,turismodecrisis,CristinaSegui_,411,1339667170842832902
1703,Marivi0608,abalosmeco,216,1339604490815680512
1704,Miki674,salvadorilla,363,1339623840998170624
1705,Kami695429460,cuquemar,406,1339511128536346625
1706,Inmarosarioort1,sos_canarias,1,1339555432977862656
1707,betvs7,JSanchezTorron,8,1339590989992742914
1708,PaquiPastor,juanjodom,6,1339657387721015303
1709,CharoLpez2,diego952672768,35,1339588358654156807
1710,PabloErrzuriz,ONG_CyJ,17,1339552418099544068
1711,Luxo0x0,Camila_RojasV,892,1339622767516397574
1712,dingohp,Camila_RojasV,892,1339622767516397574
1713,xavimenos,sanchezcastejon,1313,1339587082193260546
1714,YaizaEmpleoRed,salvadorilla,363,1339623840998170624
1715,zaburiws,sanidadgob,134,1339613665016881155
1716,Valegonsep,vladomirosevic,109,1339588550048710664
1717,sdevincenzo,CristinaSegui_,411,1339667170842832902
1718,Piluchi2000,CristinaSegui_,411,1339667170842832902
1719,Juancowalsky,juanenriquepi,27,1339602069716516865
1720,socFerrol,sanchezcastejon,1313,1339587082193260546
1721,InesForuria,JSAMalaga,26,1339606333130113025
1722,vic_hume,jgalemparte,52,1339648665653288969
1723,PuesmeNoel,JOSEMANUELSOTO1,802,1339490975681536000
1724,lonacua,iBarbarellah,91,1339635638283452419
1725,toni_martinez64,nomecayona,43,1339600892262195203
1726,silgomont,MonicaExt,5,1339615829651050499
1727,caritasto,AreopagoDialog,5,1339663994873929733
1728,_concienciaT,Congreso_Es,290,1339584205341114369
1729,Mmtnezizquierdo,c_alberto_a,1,1339653364758568962
1730,02Sirbel,diego952672768,35,1339588358654156807
1731,gm_paradinas,mundo_mas_justo,5,1339663228159320064
1732,ppeljoputa,pardodevera,516,1339584714064056324
1733,antoniohuelva2,sanchezcastejon,1313,1339587082193260546
1734,ricardo_ik_ahau,termitaelefante,6,1339490392513896448
1735,SiempreFielesGS,JavideWisconsin,7,1339578972603113472
1736,anaalonsogonza1,nomecayona,43,1339600892262195203
1737,Peppepireys12,sanchezcastejon,1313,1339587082193260546
1738,Idotiquides,CristinaSegui_,411,1339667170842832902
1739,MomoCanovas,CristinaSegui_,411,1339667170842832902
1740,Mamichii_,javiergr912,1,1339655605947133952
1741,Marcsaais,V_The_Masked,67,1337465019764781062
1742,Resistir1111,supernova_2020,125,1126107217411833858
1743,alex_hurty,Electograph,15,1339664744702197760
1744,francano_,ElenaValenciano,32,1339579739392991234
1745,cerdaperez,jgalemparte,74,1339606643026374662
1746,chewnanot,Camila_RojasV,892,1339622767516397574
1747,twittaralberto,iBarbarellah,91,1339635638283452419
1748,lrodriguezhorca,ramonlobo,742,1339607957810528256
1749,TEKEDASLOKA,EcuadorEtxea,4,1339646346052120578
1750,Eliana1Maipu,marcoporchile,50,1339646995682762756
1751,tinin45,pedro_casares,61,1339583841233563649
1752,alegaticat,Camila_RojasV,892,1339622767516397574
1753,7Lotis7,salvadorilla,363,1339623840998170624
1754,luciabuendia,diostuitero,541,1339586935594000392
1755,Julian17051277,sanchezcastejon,1313,1339587082193260546
1756,pedopila,supernova_2020,34,1339592475065819138
1757,ElixCastro3,adrianac_tlsur,38,1339598987620302855
1758,cgallardoosorio,matiaswalkerp,64,1339619157432791045
1759,LiberalesValpo,vladomirosevic,28,1339660338942373889
1760,janipaz1007,TecnoLemebel,3,1339647486592466945
